,name,text,time
41,varunkrish,b'Oh man the #PacificBlue version of the #iPhone12Pro is the best colour! https://t.co/ipxhCIL4T0',Tue Nov 03 04:57:35 +0000 2020
42,mamakanawhipped,b'RT @iPhoneiOSth: iPhone 12  iPhone 12 Pro   3    3 .\n',Tue Nov 03 04:57:40 +0000 2020
43,PaKa928,b'#3',Tue Nov 03 04:57:43 +0000 2020
44,artto_romeo1,b'RT @iPhoneiOSth: iPhone 12  iPhone 12 Pro   3    3 .\n',Tue Nov 03 04:57:49 +0000 2020
45,merryfebabe,b'RT @Lollkmook:  11  ',Tue Nov 03 04:57:52 +0000 2020
46,Mema21997242,b'RT @ALABDULLATIF:    \n  \n iPhone 12\n\n  \n  \n  \n\n ',Tue Nov 03 04:57:58 +0000 2020
47,Mema21997242,b'RT @ALABDULLATIF:    \n  \n iPhone 12\n\n  \n  \n  \n\n ',Tue Nov 03 04:58:27 +0000 2020
48,HeyImTushar,b'One More Thing phrase has long been used by Apple  particularly by former CEO Steve Jobs. :)\n\n#OneMoreThing #Apple #Digital #iPhone12Pro',Tue Nov 03 04:58:33 +0000 2020
49,bvsrr11906,b'RT @Gaddamvaasu: #iPhone12 Unboxing &amp; Initial Impression With Cam Samples  || In Telugu || \nhttps://t.co/CnqDls7wBg\n@Apple #iPhone12Series',Tue Nov 03 04:58:46 +0000 2020
50,STJGame73,"b""RT @Clubic:  #JEUCONCOURS \n\nTentez de gagner un #iPhone12Pro 128 Go et 1 an de licence Nord VPN !\n\nPour participer c'est trs simple :\n1""",Tue Nov 03 04:58:57 +0000 2020
51,VijayRathnamRP,b'RT @Poorvika_Mobile: https://t.co/s252iunTIe',Tue Nov 03 04:59:01 +0000 2020
52,PrudenGeek,b'Buenos das Geeks! \n\nComienza la prueba de la batera del #iPhone12 a las 05:30h. \n\nVeremos  qu resultados da. https://t.co/7fVaOtBoly',Tue Nov 03 04:59:39 +0000 2020
53,Prabu99415005,b'RT @Poorvika_Mobile: https://t.co/s252iunTIe',Tue Nov 03 04:59:48 +0000 2020
54,Prabu99415005,b'RT @Poorvika_Mobile: A Special Shout Out to our beloved customers who are now the First Ones to Blast Past Fast with the newly launched #Ap',Tue Nov 03 04:59:52 +0000 2020
55,Aishai_6,b'RT @ALABDULLATIF:    \n  \n iPhone 12\n\n  \n  \n  \n\n ',Tue Nov 03 04:59:57 +0000 2020
56,Aishai_6,b'RT @ALABDULLATIF:      \n  | 10  #iPhone12\n\n\n  \n  \n  ',Tue Nov 03 05:00:00 +0000 2020
57,alamtuny,b'RT @vipvendor: iPhone 12 Pro Full Gold Edition \n\n#vipvendor #iphone12pro https://t.co/5ECJwgvO2m',Tue Nov 03 05:00:10 +0000 2020
58,AppleRTweet,b'RT @HeyImTushar: One More Thing phrase has long been used by Apple  particularly by former CEO Steve Jobs. :)\n\n#OneMoreThing #Apple #Dig',Tue Nov 03 05:00:18 +0000 2020
59,choooo8888,b'RT @stc_ksa: #iPhone12 \n   mystc \n\n   \n iPhone12  stc\n\n1-    5G  Speedtest\n2- ',Tue Nov 03 05:00:20 +0000 2020
60,fullfremmfun,b'RT @wnp_wsr: 555 #iPhone12 https://t.co/ztZ6olBBPZ',Tue Nov 03 05:00:21 +0000 2020
61,MRajesh79795008,b'RT @Poorvika_Mobile: The revolutionary 5G enabled #iPhone12 and #iPhone12Pro is now available at #Poorvika with exciting #offers!\n\nGet upto',Tue Nov 03 05:00:21 +0000 2020
62,whitestonedome,"b""Did you get Apple's New iPhone 12  \nNow is the time to protect your device from Whitestone\n\nSHOP NOW FOR THE BES https://t.co/WvQqY2eS1P""",Tue Nov 03 05:00:32 +0000 2020
63,im_surajk,b'RT @varunkrish: Oh man the #PacificBlue version of the #iPhone12Pro is the best colour! https://t.co/ipxhCIL4T0',Tue Nov 03 05:00:40 +0000 2020
64,hightower_tokyo,b'\n\n\n\n#\n#iPhone12Pro  https://t.co/2eZmyHSM25',Tue Nov 03 05:00:41 +0000 2020
65,JasonPester,b'RT @JasonPester: #RightToRepair\n\n#Apple #AAPL #iPhone12 #ToHellWithTheEnvironment #ThinkEvil https://t.co/1nTIr0dpNy',Tue Nov 03 05:00:45 +0000 2020
66,JasonPester,b'RT @JasonPester: #RightToRepair #Apple #AAPL #iPhone12 #ThinkEvil \n\nhttps://t.co/3t1UQ8SMXP',Tue Nov 03 05:00:54 +0000 2020
67,pinkuucheeks,b'RT @iPhoneiOSth: iPhone 12  iPhone 12 Pro   3    3 .\n',Tue Nov 03 05:01:00 +0000 2020
68,toyxxy,b'RT @iPhoneiOSth: iPhone 12  iPhone 12 Pro   3    3 .\n',Tue Nov 03 05:01:11 +0000 2020
69,cyancha2_game,b'#3',Tue Nov 03 05:01:25 +0000 2020
70,fullfremmfun,b' 555555',Tue Nov 03 05:01:31 +0000 2020
71,SevilleReport,b'In Focus: Amazon | Why #Amazon is the next Berkshire Hathaway | https://t.co/4EKDanafvi | #AWS #Alexa #investing https://t.co/7Pdi2DTCYZ',Tue Nov 03 05:02:00 +0000 2020
72,muewo_O,b'RT @iPhoneiOSth: iPhone 12  iPhone 12 Pro   3    3 .\n',Tue Nov 03 05:02:05 +0000 2020
73,Nic_Griffin1210,"b""RT @Clubic:  #JEUCONCOURS \n\nTentez de gagner un #iPhone12Pro 128 Go et 1 an de licence Nord VPN !\n\nPour participer c'est trs simple :\n1""",Tue Nov 03 05:02:12 +0000 2020
74,prnxun,b'RT @iPhoneiOSth: iPhone 12  iPhone 12 Pro   3    3 .\n',Tue Nov 03 05:02:19 +0000 2020
75,amarikeh,b'RT @vipvendor: iPhone 12 Pro Full Gold Edition \n\n#vipvendor #iphone12pro https://t.co/5ECJwgvO2m',Tue Nov 03 05:02:27 +0000 2020
76,RINISE9,b'#3',Tue Nov 03 05:02:27 +0000 2020
77,mbbmji,b'RT @AirpodsUsers:    #iPhone12 #iPhone12Pro \npreorder   6  \nwalk-in    13  ',Tue Nov 03 05:02:32 +0000 2020
78,jntnsnp,b'RT @iPhoneiOSth: iPhone 12  iPhone 12 Pro   3    3 .\n',Tue Nov 03 05:02:35 +0000 2020
79,damsGm33,"b""RT @Clubic:  #JEUCONCOURS \n\nTentez de gagner un #iPhone12Pro 128 Go et 1 an de licence Nord VPN !\n\nPour participer c'est trs simple :\n1""",Tue Nov 03 05:02:36 +0000 2020
80,Acid_Snake666,b'#iPhone12\n(**) https://t.co/PAmTgvPjb6',Tue Nov 03 05:03:00 +0000 2020
81,SajalDe88312817,"b'Hey Guys, Unboxing &amp; Review Video of Apple iPhone 12 Pro by Tmax Technical.  Watch Now: https://t.co/ZADAYv1oQp https://t.co/Rf78zssIgd'",Tue Nov 03 05:03:12 +0000 2020
82,AppleRTweet,b'RT @PrudenGeek: Buenos das Geeks! \n\nComienza la prueba de la batera del #iPhone12 a las 05:30h. \n\nVeremos  qu resultados da. \n\n#iPhon',Tue Nov 03 05:03:31 +0000 2020
83,licuxl99,b'RT @Lollkmook:  11  ',Tue Nov 03 05:03:36 +0000 2020
84,cherrysonn,b'',Tue Nov 03 05:03:54 +0000 2020
85,terurutotsuka,b'iPhone\n\niPhone 12 ProiPhone 12\n\n\n# \niPhone(^^)\n\n https://t.co/f1sC0h17io',Tue Nov 03 05:04:00 +0000 2020
86,al_77881,b'RT @ALABDULLATIF:    \n  \n iPhone 12\n\n  \n  \n  \n\n ',Tue Nov 03 05:04:03 +0000 2020
87,990208_,b'RT @Lollkmook:  11  ',Tue Nov 03 05:04:20 +0000 2020
88,990208_,b'RT @iPhoneiOSth: iPhone 12  iPhone 12 Pro   3    3 .\n',Tue Nov 03 05:04:29 +0000 2020
89,TechINDpoliticS,b'It cannot be replaced without a post-replacement official software authorization. One of the business profitable st https://t.co/GpZMGxlqO6',Tue Nov 03 05:04:37 +0000 2020
90,ausshinjyuku3,b'  \n#3G  #  #iPhoneSE2 \n #  #  # \n # #MNP #docomo https://t.co/LD3u1S5pgP',Tue Nov 03 05:04:41 +0000 2020
91,Sl_hakataeki,b' #BellezzaCalma 30OFF SALE\n11/211/15\n#iPhone  https://t.co/2N220xWVo1',Tue Nov 03 05:04:45 +0000 2020
92,Kasi68891640,b'RT @Poorvika_Mobile: https://t.co/s252iunTIe',Tue Nov 03 05:04:46 +0000 2020
93,au_nanpira_ten,b' #5G #iPhone \n\n#iPhone12 #iPhone12 Pro\n\n\nURL\nhttps://t.co/DY1nqCeNvq\n0120924990',Tue Nov 03 05:04:47 +0000 2020
94,Kasi68891640,b'RT @Poorvika_Mobile: A Special Shout Out to our beloved customers who are now the First Ones to Blast Past Fast with the newly launched #Ap',Tue Nov 03 05:04:49 +0000 2020
95,gb4kehnN1b5Ubs7,b'RT @lifeafter_game: # \n\n\n #iPhone12 \n\n\n1.\n2.#3 RT\n3.:\nht',Tue Nov 03 05:05:04 +0000 2020
96,MobileBot01,b'RT @TechINDpoliticS: It cannot be replaced without a post-replacement official software authorization. One of the business profitable strat',Tue Nov 03 05:05:05 +0000 2020
97,MobileBot01,b'RT @ausshinjyuku3:   \n#3G  #  #iPhoneSE2 \n #  #  # \n # #MNP #docomo #Softba',Tue Nov 03 05:05:12 +0000 2020
98,Sylb83,"b""RT @Clubic:  #JEUCONCOURS \n\nTentez de gagner un #iPhone12Pro 128 Go et 1 an de licence Nord VPN !\n\nPour participer c'est trs simple :\n1""",Tue Nov 03 05:05:16 +0000 2020
99,machidaekimae,b'#iPhone12 #iPhone12Pro\niPhone\n\nURL\nhttps://t.co/e16U33tEq6\n\n https://t.co/tmkkKN6mza',Tue Nov 03 05:05:24 +0000 2020
100,sweeetanush,b'RT @Poorvika_Mobile: A Special Shout Out to our beloved customers who are now the First Ones to Blast Past Fast with the newly launched #Ap',Tue Nov 03 05:05:26 +0000 2020
101,NothingNewish,b' https://t.co/vu97aR7mO8\n\n\n\n#iPhone12Pro #iPhone12 #iPhone12mini #iphone12ProMax https://t.co/XP4lyGtMR0',Tue Nov 03 05:05:27 +0000 2020
102,mobilestation_,b'\n\n#iPhone # # # #iPhone11 #iPhone12 #iPhone12Pro\nhttps://t.co/K3MQ18pQJ2',Tue Nov 03 05:05:37 +0000 2020
103,kacchama22,b'#3',Tue Nov 03 05:05:41 +0000 2020
104,xweem1,b'iPhone12\nhttps://t.co/XS1gBjb59L\n#iPhone12 #iPhone12Pro #xweem',Tue Nov 03 05:05:42 +0000 2020
105,sweeetanush,b'RT @Poorvika_Mobile: The revolutionary 5G enabled #iPhone12 and #iPhone12Pro is now available at #Poorvika with exciting #offers!\n\nGet upto',Tue Nov 03 05:05:51 +0000 2020
106,Priya93357281,b'RT @Poorvika_Mobile: https://t.co/s252iunTIe',Tue Nov 03 05:05:52 +0000 2020
107,Priya93357281,b'RT @Poorvika_Mobile: A Special Shout Out to our beloved customers who are now the First Ones to Blast Past Fast with the newly launched #Ap',Tue Nov 03 05:05:55 +0000 2020
108,Priya93357281,b'RT @Poorvika_Mobile: The revolutionary 5G enabled #iPhone12 and #iPhone12Pro is now available at #Poorvika with exciting #offers!\n\nGet upto',Tue Nov 03 05:06:00 +0000 2020
109,Kushagr29569014,"b'Hey Guys, Unboxing &amp; Review Video of Apple iPhone 12 Pro by Tmax Technical.  Watch Now: https://t.co/ztluXBjxI5 https://t.co/YN2KRi0T2h'",Tue Nov 03 05:06:03 +0000 2020
110,torakono,b'iPhone\n\n#iphone12pro \n#autumn \n#hokkaido \n#sapporo \n#akarenga :  https://t.co/0gaVrokbFE',Tue Nov 03 05:06:11 +0000 2020
111,Mr__Mitchell__,b'Extend your battery life on the new #iPhone12 &amp; #iPhone12Pro \n\nhttps://t.co/aNkBTaJKU0\n\nhttps://t.co/aNkBTaJKU0 https://t.co/jqUx1M4KF8',Tue Nov 03 05:06:20 +0000 2020
112,charcoal_hanae,b'iPhone 12 pro 512GB\n\n#Apple #iPhone12Pro https://t.co/Z97TQqvwAk',Tue Nov 03 05:06:24 +0000 2020
113,reem_fas2,b'RT @ALABDULLATIF:    \n  \n iPhone 12\n\n  \n  \n  \n\n ',Tue Nov 03 05:06:30 +0000 2020
114,Dekiru_MON2020,b'RT @Dekiru_MON2020: #iPhone12 \n\nAmazon #MagSafe \n\niPadAir\n\n\n#iPhone12ProMax \n#iPhone12mini \n',Tue Nov 03 05:06:31 +0000 2020
115,reem_fas2,b'RT @ALABDULLATIF:      \n  | 10  #iPhone12\n\n\n  \n  \n  ',Tue Nov 03 05:06:35 +0000 2020
116,SB_yawata,b'\n\n\n \nhttps://t.co/Hy6KF6jnjT\n\n\n\n# #iPhone12 #iPhone12mini # #au #MNP https://t.co/XiZ6X4G4uh',Tue Nov 03 05:07:02 +0000 2020
117,sweeetanush,b'RT @Poorvika_Mobile: https://t.co/s252iunTIe',Tue Nov 03 05:07:08 +0000 2020
118,zaheenhafzer,b'RT @varunkrish: Oh man the #PacificBlue version of the #iPhone12Pro is the best colour! https://t.co/ipxhCIL4T0',Tue Nov 03 05:07:23 +0000 2020
119,yohei_kaneko,b'\n#iPhone12Pro https://t.co/PwiOPKtVqz',Tue Nov 03 05:07:24 +0000 2020
120,nikonredneck,b'RT @ongliong11: #wallpapers #homescreen #lockscreen  #wallpaper #iPhone12ProMAX  #iPhone12Pro  #iPhone12   #iPhone11  #iPhone  @ongli',Tue Nov 03 05:07:27 +0000 2020
121,knadal33,"b""RT @Clubic:  #JEUCONCOURS \n\nTentez de gagner un #iPhone12Pro 128 Go et 1 an de licence Nord VPN !\n\nPour participer c'est trs simple :\n1""",Tue Nov 03 05:07:48 +0000 2020
122,AppleRetweetBot,b'RT @NothingNewish:  https://t.co/vu97aR7mO8\n\n\n\n#iPhone12Pro #iPhone12 #iPhone12mini #iphone12ProMax #A14 #',Tue Nov 03 05:07:54 +0000 2020
123,sweeetanush,"b'RT @Poorvika_Mobile: Get upto 6,000* Off on #Apple #AirPods when you Pre-Book the newly launched #iPhone12 / 12 Pro, exclusively at #Poorv'",Tue Nov 03 05:07:58 +0000 2020
124,bearbabe_,b'RT @Lollkmook:  11   https://t.co/5VdmIPRqgE',Tue Nov 03 05:08:01 +0000 2020
125,Vincent74928298,b'RT @Poorvika_Mobile: https://t.co/s252iunTIe',Tue Nov 03 05:08:04 +0000 2020
126,terurunagatsuta,b'#iPhone12 #iPhone12Pro\n\n\niPhone\n\nURL\nhttps://t.co/77nEM2gGdt\n\n https://t.co/kDSk7VfGVk',Tue Nov 03 05:08:04 +0000 2020
127,Vincent74928298,b'RT @Poorvika_Mobile: A Special Shout Out to our beloved customers who are now the First Ones to Blast Past Fast with the newly launched #Ap',Tue Nov 03 05:08:08 +0000 2020
128,0804shiro,b'RT @Apple0o05: iPhone12Pro\n\n\n\niPhone12Pro\n\n\n&amp;\nLINEhttps://t.co/jjTA2NrrdJ\n\n\n',Tue Nov 03 05:08:22 +0000 2020
129,Vincent74928298,b'RT @Poorvika_Mobile: The revolutionary 5G enabled #iPhone12 and #iPhone12Pro is now available at #Poorvika with exciting #offers!\n\nGet upto',Tue Nov 03 05:08:23 +0000 2020
130,anandkarthi07,b'RT @Poorvika_Mobile: https://t.co/s252iunTIe',Tue Nov 03 05:08:39 +0000 2020
131,anandkarthi07,b'RT @Poorvika_Mobile: A Special Shout Out to our beloved customers who are now the First Ones to Blast Past Fast with the newly launched #Ap',Tue Nov 03 05:08:46 +0000 2020
132,periscopeislit,b'RT @SevilleReport: In Focus: Amazon | Why #Amazon is the next Berkshire Hathaway | https://t.co/4EKDanafvi | #AWS #Alexa #investing #stocks',Tue Nov 03 05:08:53 +0000 2020
133,anandkarthi07,b'RT @Poorvika_Mobile: The revolutionary 5G enabled #iPhone12 and #iPhone12Pro is now available at #Poorvika with exciting #offers!\n\nGet upto',Tue Nov 03 05:08:53 +0000 2020
134,Dharani90459867,b'RT @Poorvika_Mobile: https://t.co/s252iunTIe',Tue Nov 03 05:08:54 +0000 2020
135,Dharani90459867,b'RT @Poorvika_Mobile: A Special Shout Out to our beloved customers who are now the First Ones to Blast Past Fast with the newly launched #Ap',Tue Nov 03 05:08:59 +0000 2020
136,Dharani90459867,b'RT @Poorvika_Mobile: The revolutionary 5G enabled #iPhone12 and #iPhone12Pro is now available at #Poorvika with exciting #offers!\n\nGet upto',Tue Nov 03 05:09:03 +0000 2020
137,Vincent74928298,"b'RT @Poorvika_Mobile: Get upto 6,000* Off on #Apple #AirPods when you Pre-Book the newly launched #iPhone12 / 12 Pro, exclusively at #Poorv'",Tue Nov 03 05:09:05 +0000 2020
138,iPhoneTown1,b'https://t.co/hyBVd245cS\n\nAppleiPhoneMac#iPhone12 # #iPhone12mini #iPhone12mini #iPhone12Pro #iOS14 # #iPhone',Tue Nov 03 05:09:07 +0000 2020
139,xweem1,b'iPhone12\nhttps://t.co/Ey9gToMOfF\n#iPhone12 #iPhone12Pro #xweem',Tue Nov 03 05:09:12 +0000 2020
140,RemsX_,b'IPADpro 12.9 3/4256.512.1T\n!\niPhone 11 \n#iPhone12 \n#\n#pubg\n#\n#\n#\n#\n#\n',Tue Nov 03 05:09:15 +0000 2020
141,DezireKiller,b'RT @Poorvika_Mobile: https://t.co/s252iunTIe',Tue Nov 03 05:09:21 +0000 2020
142,aisapo_miosb,b'RT @aisapo_lucua: iPhone\n\nhttps://t.co/7sxjwC5zj4\n\n\n\n# # # # #iPhone12Pro #iOS14 # # # #iPhon',Tue Nov 03 05:09:22 +0000 2020
143,octomookk,b'RT @iPhoneiOSth: iPhone 12  iPhone 12 Pro   3    3 .\n',Tue Nov 03 05:09:28 +0000 2020
144,DezireKiller,b'RT @Poorvika_Mobile: A Special Shout Out to our beloved customers who are now the First Ones to Blast Past Fast with the newly launched #Ap',Tue Nov 03 05:09:35 +0000 2020
145,Dharani90459867,"b'RT @Poorvika_Mobile: Get upto 6,000* Off on #Apple #AirPods when you Pre-Book the newly launched #iPhone12 / 12 Pro, exclusively at #Poorv'",Tue Nov 03 05:09:37 +0000 2020
146,aisapo_miosb,b'RT @aisapo_cancansb: iPhone 7\nhttps://t.co/vkAIQh1SOP\n# # #  # # # # # #iPhoneX #iPho',Tue Nov 03 05:09:42 +0000 2020
147,luciaav_s,b'RT @TECNOSORTEOS2:  Sorteo iPhone 12 Pro \nRequisitos para participar:\n1 - Entra a este enlace para validar tu participacin: https://t.co',Tue Nov 03 05:09:47 +0000 2020
148,aisapo_miosb,b'RT @aisapo_mqm: iOS14\n\nhttps://t.co/cC2doYpb7D\n\n\n\n# # # # # # # #iPhone12',Tue Nov 03 05:09:49 +0000 2020
149,aisapo_miosb,b'RT @aisapo_cancansb: iPhone 8\nhttps://t.co/2PAcATxq9G\n# # #  # # # # # #iPhoneX #iPho',Tue Nov 03 05:09:55 +0000 2020
150,aisapo_miosb,b'RT @aisapo_cancansb: iPhoneXR     \n\n# # #  # # # # # #iPhoneX #iPhoneXS #iPhon',Tue Nov 03 05:10:02 +0000 2020
151,bmw_takeshi88,b'\n\n#\n#\n#\n#\n#ping\n#\n#G425\n#i210\n#6\n#8\n#5\n#iPhone12Pro https://t.co/mrYi2RLChq',Tue Nov 03 05:10:10 +0000 2020
152,JxgYWdQTnadOXrr,b'RT @ALABDULLATIF:    \n  \n iPhone 12\n\n  \n  \n  \n\n ',Tue Nov 03 05:10:11 +0000 2020
153,joynal420520,b'RT @ndk_sp: New post: enter contest to win iphone 12\n\nhttps://t.co/0YY98kM0WU\n\n#iphone12 #iPhone11Pro https://t.co/nCmwrJyBkv',Tue Nov 03 05:10:28 +0000 2020
154,KKPrasanthKK1,b'RT @Poorvika_Mobile: A Special Shout Out to our beloved customers who are now the First Ones to Blast Past Fast with the newly launched #Ap',Tue Nov 03 05:10:40 +0000 2020
155,gb4kehnN1b5Ubs7,b'RT @lifeafter_game: # \n\n\n #iPhone12 \n\n\n1.\n2.#3 RT\n3.:\nht',Tue Nov 03 05:10:55 +0000 2020
156,KKPrasanthKK1,b'RT @Poorvika_Mobile: https://t.co/s252iunTIe',Tue Nov 03 05:11:07 +0000 2020
157,GOMiPhone,b'iPhone12iPhone x\nApple\napple\n\n\n#iPhone12Pro https://t.co/85VXDiZMPM',Tue Nov 03 05:11:32 +0000 2020
158,nikonredneck,b'RT @ongliong11: #wallpapers #homescreen #lockscreen  #wallpaper #iPhone12ProMAX  #iPhone12Pro  #iPhone12   #iPhone11  #iPhone  @ongli',Tue Nov 03 05:11:36 +0000 2020
159,twinklemobile1,"b'SimFree\n\nTCL 10 Pro17,000\n\nTCL 10 lite13,000\n\nZenFone 7 Pro ZS671KS75,000\n\nZenFone7 ZS670KS65,000 https://t.co/kqk40rGgGM'",Tue Nov 03 05:11:39 +0000 2020
160,AppleRTweet,b'RT @TechINDpoliticS: It cannot be replaced without a post-replacement official software authorization. One of the business profitable strat',Tue Nov 03 05:11:54 +0000 2020
161,MoneyWealth3,b'ZenPods: Ultralight TWS #Earbuds with ANC &amp; ENC\nUltralight Comfort | ANC&amp;ENC | Stunning Sound | 13mm Driver | Deep https://t.co/K0Spcs4KrC',Tue Nov 03 05:12:39 +0000 2020
162,BpvZone,b'RT @iPhoneiOSth: iPhone 12  iPhone 12 Pro   3    3 .\n',Tue Nov 03 05:12:57 +0000 2020
163,teluruhigakoshi,b'#iPhone12/ 12 #Pro \n!!\n\n\niPhone!!\nTEL:0489724460\n#\n#\n#iPhone https://t.co/rdnPEu6aNf',Tue Nov 03 05:13:08 +0000 2020
