,name,text,time
0,hrm_0120,b'iPhone12Pro #iPhone12Pro https://t.co/dCwC4jempR',Tue Oct 27 03:35:01 +0000 2020
1,tomoya02466395,b'#iPhone12\n#iPhone11\n#iphone\n#\n#\n#\n\nSelection of life https://t.co/2vcbaESjKR #suzuri',Tue Oct 27 03:35:04 +0000 2020
2,DonHuber30,b'Impressed with #iPhone12Pro camera.  More impressed with your photo content - #Guinness #IrishCoffee ',Tue Oct 27 03:35:07 +0000 2020
3,mohmad123123111,b'RT @giveawayKSA1: \n   #_\n\n   8  #12  \n    3800     \n\n#_\n#FIFA21\n\n',Tue Oct 27 03:35:16 +0000 2020
4,natmilia,b'RT @XavierNaxa: Isu kosmetik yang tidak berkesudahan sedangkan pengguna membayar pada nilai yang tinggi untuk sebuah telefon pintar.\n\nSteve',Tue Oct 27 03:35:22 +0000 2020
5,tizenharom13,b'RT @bgirija303: Orange pattern is back \n\nLink- \nhttps://t.co/OwAVnuNMk5\n\n#Apple #iPhone12Pro #iPhone12 #iPhone11 #ios14homescreen #iPhone',Tue Oct 27 03:35:38 +0000 2020
6,koko114433,b'RT @giveawayKSA1: \n   #_\n\n   8  #12  \n    3800     \n\n#_\n#FIFA21\n\n',Tue Oct 27 03:35:42 +0000 2020
7,new_item_trend,b'(1236)\n16\niPhone12Apple MagSafe#iPhone12 #Apple https://t.co/9R12DvZy1T',Tue Oct 27 03:36:02 +0000 2020
8,itangmoACN,b'RT @eiei_2065:  #iPhone12 https://t.co/8PrUXx23VI',Tue Oct 27 03:36:04 +0000 2020
9,klatsch_tratsch,b'Das neue iPhone 12 im Praxistest #apple #iPhone12 #iPhone12Pro #Smartphones #Verbraucher\nhttps://t.co/qgKH2tQRwD',Tue Oct 27 03:36:09 +0000 2020
10,ilovephonek,b'\n# #iPhone12 #iPhone12Pro # # # # #iPhone #iPhone # #iPhone # https://t.co/4K2xXV8hg2',Tue Oct 27 03:36:16 +0000 2020
11,asyrafyusrii,b'RT @XavierNaxa: Isu kosmetik yang tidak berkesudahan sedangkan pengguna membayar pada nilai yang tinggi untuk sebuah telefon pintar.\n\nSteve',Tue Oct 27 03:36:21 +0000 2020
12,AppleRTweet,b'RT @klatsch_tratsch: Das neue iPhone 12 im Praxistest #apple #iPhone12 #iPhone12Pro #Smartphones #Verbraucher\nhttps://t.co/qgKH2tQRwD',Tue Oct 27 03:36:21 +0000 2020
13,AppleRTweet,b'RT @new_item_trend: (1236)\n16\niPhone12Apple MagSafe#iPhone12 #Apple https://t.co/9R12DvZy1T',Tue Oct 27 03:36:22 +0000 2020
14,asyrafyusrii,b'RT @BenGeskin: #iPhone12Pro  https://t.co/U3tC7Kts5N',Tue Oct 27 03:36:24 +0000 2020
15,pp_leng,b'RT @eiei_2065:  #iPhone12 https://t.co/8PrUXx23VI',Tue Oct 27 03:36:25 +0000 2020
16,ryakkan,b'@stalman Thanks for taking us along on the work being done on Dover House. Its cool to see the progress. In additi https://t.co/XPsyD6UE0o',Tue Oct 27 03:36:34 +0000 2020
17,firdausikhmal,b'yikes ',Tue Oct 27 03:36:38 +0000 2020
18,Maibokkrub1,b' 5555',Tue Oct 27 03:36:39 +0000 2020
19,LindaDeng18,b'JC-VIS new add extension board for dot projector repair\nContact my whatsapp:+8613410300014\n#iphonex #iPhone12 https://t.co/liu8LIvur4',Tue Oct 27 03:36:59 +0000 2020
20,original_g_jp,b'# # \n360\n\n 2480\n()TPU()\nUV https://t.co/2aAtFSp2Kq',Tue Oct 27 03:37:20 +0000 2020
21,myloserabut,b'RT @BenGeskin: #iPhone12Pro  https://t.co/U3tC7Kts5N',Tue Oct 27 03:37:35 +0000 2020
22,MikeLovesSweeps,"b""RT @clayco_official:   IPHONE 12 MINI GIVEAWAY   Here's how to enter: \n\n1 Enter our official giveaway on Gleam: https://t.co/6RAleZNA2J""",Tue Oct 27 03:37:36 +0000 2020
23,daniallazizi17,b'RT @IzzRaifHarz: and yet iphone users will be like aT LeAsT oUr iNsTaGraM sToRiEs aRe cLeAR',Tue Oct 27 03:38:11 +0000 2020
24,886yolo,b'Apple#Apple #iPhone12Pro \n\nhttps://t.co/RosJcypjWj https://t.co/UmL8iXxzZl',Tue Oct 27 03:38:15 +0000 2020
25,AppleRTweet,b'RT @886yolo: Apple#Apple #iPhone12Pro \n\nhttps://t.co/RosJcypjWj https://t.co/UmL8iXxzZl',Tue Oct 27 03:38:18 +0000 2020
26,sege_shegzy,b'Must read and please share let it go viral #trump #iPhone12 #EndSARS #sanwoolu https://t.co/8NeHQG2R87',Tue Oct 27 03:38:29 +0000 2020
27,RTEndSars,b'RT @sege_shegzy: Must read and please share let it go viral #trump #iPhone12 #EndSARS #sanwoolu https://t.co/8NeHQG2R87',Tue Oct 27 03:38:35 +0000 2020
28,a8_f0r,b'RT @giveawayKSA1: \n   #_\n\n    #12   512GB \n    6200  \n\n#_\n#FIFA21\n\n',Tue Oct 27 03:38:43 +0000 2020
29,theamwaysu,b'  ',Tue Oct 27 03:38:44 +0000 2020
30,Ainajihah97,b'RT @BenGeskin: #iPhone12Pro  https://t.co/U3tC7Kts5N',Tue Oct 27 03:38:46 +0000 2020
31,iol4243,b'RT @ZainKSA:    iPhone 12    5G \n    \n    \n     5G   4',Tue Oct 27 03:39:08 +0000 2020
32,AshButton90,"b""RT @clayco_official:   IPHONE 12 MINI GIVEAWAY   Here's how to enter: \n\n1 Enter our official giveaway on Gleam: https://t.co/6RAleZNA2J""",Tue Oct 27 03:39:14 +0000 2020
33,adone1206,b'RT @adone1206: OUTDOOR #iPhone12Pro  # https://t.co/4JKEDypIMJ',Tue Oct 27 03:39:45 +0000 2020
34,seaj8seaj,b'iPhone2451 https://t.co/jAOJCF4rNc',Tue Oct 27 03:39:50 +0000 2020
35,lux_cnk,b'RT @eiei_2065:  #iPhone12 https://t.co/8PrUXx23VI',Tue Oct 27 03:39:51 +0000 2020
36,DanielChgel,"b'RT @ChinaInFocusNTD: While the Chinese #CommunistParty was sending veiled threats to Washington, the new #iPhone12 and iPhone 12 PRO from U'",Tue Oct 27 03:39:52 +0000 2020
37,lol12ii,b'',Tue Oct 27 03:39:53 +0000 2020
38,Man_Of_IKEA,b'RT @eiei_2065:  #iPhone12 https://t.co/8PrUXx23VI',Tue Oct 27 03:40:02 +0000 2020
39,Man_Of_IKEA,b'RT @sege_shegzy: Must read and please share let it go viral #trump #iPhone12 #EndSARS #sanwoolu https://t.co/8NeHQG2R87',Tue Oct 27 03:40:02 +0000 2020
40,Tecnoefervescen,b'Los pases en los que el iPhone 12 es ms caro: sera ms econmico volar ida y vuelta a Dubi que comprarlo en la https://t.co/uwZdTNhcQt',Tue Oct 27 03:40:02 +0000 2020
41,RafathAli13,"b'RT @AppleTerminal: News:\n\n#iPhone12 display units are starting to see paint chip away from the flat edges, while likely due to the frequent'",Tue Oct 27 03:40:34 +0000 2020
42,giraffe12669,b'12\n#iPhone12 https://t.co/ug2n5liW1Q',Tue Oct 27 03:40:38 +0000 2020
43,lanmutt13547698,b'RT @hamzterzkub: ....   USB-A  !!!!!!',Tue Oct 27 03:40:38 +0000 2020
44,AjaySR17,b'RT @thecomputerclan: Shot on iPhone 12 Pro.\n\nMy iPhone 12 Pro vs. iPhone 11 Pro (vs. Blackmagic Pocket Cinema) episode drops on Oct 29.\n\nI',Tue Oct 27 03:40:41 +0000 2020
45,PsychPLockwood,"b'At what point do we just call it a camera? \n\nSecondarily, why do we care anymore? (Not that I ever did, have never https://t.co/KZfrhTsN54'",Tue Oct 27 03:40:46 +0000 2020
46,itsmaboo,b'RT @juwitasariir: Jiwa misqin ku meronta ronta #iPhone12 #iPhone12Pro https://t.co/r4ZyDrepD2',Tue Oct 27 03:40:56 +0000 2020
47,satseptt,b'RT @eiei_2065:  #iPhone12 https://t.co/8PrUXx23VI',Tue Oct 27 03:40:57 +0000 2020
48,0m8mRnProccImsA,b'RT @chihiro312: iPhone\n\n#\n#2020 \n#iPhone #iPhone12Pro https://t.co/p2VdgS3Smi',Tue Oct 27 03:40:58 +0000 2020
49,stilo,"b'#MagSafe  ""iPhone"" #iPhone12 / https://t.co/GdmccC5bdD'",Tue Oct 27 03:41:22 +0000 2020
50,amarkawanaiman,b'RT @XavierNaxa: Isu kosmetik yang tidak berkesudahan sedangkan pengguna membayar pada nilai yang tinggi untuk sebuah telefon pintar.\n\nSteve',Tue Oct 27 03:41:41 +0000 2020
51,ItsHazziq,b'RT @XavierNaxa: Isu kosmetik yang tidak berkesudahan sedangkan pengguna membayar pada nilai yang tinggi untuk sebuah telefon pintar.\n\nSteve',Tue Oct 27 03:41:43 +0000 2020
52,mohdradhifauzan,b'RT @XavierNaxa: Isu kosmetik yang tidak berkesudahan sedangkan pengguna membayar pada nilai yang tinggi untuk sebuah telefon pintar.\n\nSteve',Tue Oct 27 03:42:09 +0000 2020
53,mcfall_vcg,b'RT @rakim_vzw: #5G just got real! @Verizon \n\n#verizon #vzw #iamvzw #ral02 #bootsquad #iphone12 #otom https://t.co/XjctJFj2XQ',Tue Oct 27 03:42:32 +0000 2020
54,monmonicagraysh,b'RT @juwitasariir: Jiwa misqin ku meronta ronta #iPhone12 #iPhone12Pro https://t.co/r4ZyDrepD2',Tue Oct 27 03:42:35 +0000 2020
55,Bellarinaa,b'As if we needed further proof that @jon_prosser is not like other tech YouTubers...\n\nHis version of a camera test o https://t.co/c2e5SgWHOW',Tue Oct 27 03:42:37 +0000 2020
56,akio_oojima112,b'RT @flutter77777: # \n\n\n\n(*^.^*)\n\n#\n#\n#iPhone12\n#\n#\n#',Tue Oct 27 03:42:40 +0000 2020
