,name,text,time
22,nnaofumii,b'RT @ZainKSA:    iPhone 12    5G \n     #5G   50  \n   \n  ',Fri Oct 30 03:41:45 +0000 2020
23,Welcomelucky51,b'RT @NimasoJp: \n\niPhone 12 mini (128G)4\n\n@nimasojpRT\nURL https://t.co/22Ks35RArP\n1115',Fri Oct 30 03:41:49 +0000 2020
24,irodama_showhey,b'\n\n\n# \n#iPhone12Pro \n# https://t.co/sgyIhnLq8o',Fri Oct 30 03:41:51 +0000 2020
25,aisapo_lucua,b'\n\n\n\nhttps://t.co/OJEddKFzNS\n\n# # # # #iPhone12Pro https://t.co/6WugLkjTLj',Fri Oct 30 03:42:01 +0000 2020
26,Geekyme49,"b'RT @ishanagarwal24: IPhone 12 and 12 Pro are available starting today in India, South Korea and few other countries...\n\nDo let me know/shar'",Fri Oct 30 03:42:09 +0000 2020
27,AppleRTweet,b'RT @aisapo_lucua: \n\n\n\nhttps://t.co/OJEddKFzNS\n\n# # # # #iPhone12Pro #iOS14 #',Fri Oct 30 03:42:11 +0000 2020
28,m7mdhantash,b'RT @ZainKSA:    iPhone 12    5G \n     #5G   50  \n   \n  ',Fri Oct 30 03:42:20 +0000 2020
29,colerichards,b'My #iPhone12Pro Home Screen and lock screen  #2008 #ios4 #iphoneos #ios14 #ios14homescreen https://t.co/XH8D3wake3',Fri Oct 30 03:42:37 +0000 2020
30,Gaming952,b'RT @ZainKSA:    iPhone 12    5G \n    \n    \n     5G   4',Fri Oct 30 03:42:43 +0000 2020
31,aisapo_lucua,b'RT @aisapo_mqm: iPhone\n\n# # # # # # # #iPhone12pro # #iPhone # # # #App',Fri Oct 30 03:43:16 +0000 2020
32,aisapo_lucua,b'RT @aisapo_mqm: \n\n# # # # # # # #iPhone12pro # #iPhone # # # #Apple \n\nhtt',Fri Oct 30 03:43:42 +0000 2020
33,appleceotimchef,"b'It makes me happy, as the CEO of Apple, that so many people are enjoying the #iPhone12 and #iPhone12Pro! I wish I c https://t.co/tcnpyGpXmX'",Fri Oct 30 03:43:46 +0000 2020
34,aisapo_lucua,b'RT @aisapo_mqm: iPhone XiPhone X \n\n\n\n# # # # # # # #iPhone12pro #',Fri Oct 30 03:43:50 +0000 2020
35,NPMTeluru,b'#iPhone12 #iPhone12Pro\n!!\n\nURL\nhttps://t.co/KoFIPWrm93\n\n\nhttps://t.co/CNNWZinZIL https://t.co/qjrLTNh4Tj',Fri Oct 30 03:43:51 +0000 2020
36,myoungjaechina,b' #  #iphone  \niPhone # #  #   #  # # ? https://t.co/x7NtShG47B',Fri Oct 30 03:44:08 +0000 2020
37,chiraghp,b'RT @AwesomeANTJAY: First tweet off the new phone  #iPhone12Pro',Fri Oct 30 03:44:31 +0000 2020
38,Rodrigo16073649,b'@supcase_atl is giving away an #iPhone12 and this could be the tweet the wins! Enter everyday to increase your chan https://t.co/Hs5CVhKjRg',Fri Oct 30 03:44:55 +0000 2020
39,RA3880,b'RT @ZainKSA:    iPhone 12    5G \n     #5G   50  \n   \n  ',Fri Oct 30 03:45:15 +0000 2020
40,bairyun,b'   #iPhone12Pro # #512G https://t.co/8NQaDz7Wb0',Fri Oct 30 03:45:32 +0000 2020
41,koroyan56,b'RT @ismart59447804: \n\n1001\n\nApple1\n\n5GiPhone12\n\n\n\n',Fri Oct 30 03:45:49 +0000 2020
42,adamjwills,b'RT @iblason: #iPhone12 and #iPhone12Pro are out today! Which model do you want to get your hands on? Be sure to pair it with the perfect ca',Fri Oct 30 03:46:53 +0000 2020
43,NPMTeluru,b'\n#Google  #G \nSoftbank+PayPay\n\n\n #iPhone12  https://t.co/fjLoPfsPUx',Fri Oct 30 03:47:12 +0000 2020
44,mesha_l452,b'RT @ZainKSA:    iPhone 12    5G \n     #5G   50  \n   \n  ',Fri Oct 30 03:47:36 +0000 2020
45,bairyun,b'12  \n# #iPhone12pro https://t.co/nPMqKrfuLB',Fri Oct 30 03:47:42 +0000 2020
46,81damo,"b""RT @HubsideFR: [#CONCOURS ] \n\nL'iPhone12 : pas encore sorti, @HubsideFR vous l'offre dj ! \n\nPour participer  RT + Follow \n\nTirage au so""",Fri Oct 30 03:47:56 +0000 2020
47,neon__tetra,b'RT @kitcut: Razer Charging Pad Chroma\niPhone 12 Pro \n\nGood!\n\n\nUSB-CMacBook\n',Fri Oct 30 03:48:16 +0000 2020
48,ilovephonek,b'iPhone6s\n# #iPhone12 #iPhone12Pro # # # # #iPhone #iPhone # #iPhone https://t.co/xIMzmWZbUE',Fri Oct 30 03:48:27 +0000 2020
49,totaaa321,b'RT @ZainKSA:    iPhone 12    5G \n     #5G   50  \n   \n  ',Fri Oct 30 03:48:30 +0000 2020
50,ye_s2_98,b'ww\n#SoftBank #iPhone12Pro',Fri Oct 30 03:48:59 +0000 2020
51,adone1206,b'RT @adone1206: OUTDOOR #iPhone12Pro  # https://t.co/4JKEDypIMJ',Fri Oct 30 03:49:03 +0000 2020
52,Island5_,b'RT @ZainKSA:    iPhone 12    5G \n     #5G   50  \n   \n  ',Fri Oct 30 03:49:05 +0000 2020
53,yoyou0123,b'RT @ZainKSA:    iPhone 12    5G \n     #5G   50  \n   \n  ',Fri Oct 30 03:49:34 +0000 2020
54,emanko123,b'RT @ZainKSA:    iPhone 12    5G \n     #5G   50  \n   \n  ',Fri Oct 30 03:50:42 +0000 2020
55,vykasdua,b'Is the Universe sending a message? #iPhone12Pro #apple @Apple https://t.co/uNEOTC5fM0',Fri Oct 30 03:50:53 +0000 2020
56,AppleRTweet,b'RT @vykasdua: Is the Universe sending a message? #iPhone12Pro #apple @Apple https://t.co/uNEOTC5fM0',Fri Oct 30 03:50:57 +0000 2020
57,1AzizAlmalki,b'RT @ALABDULLATIF:      \n  | 10  #iPhone12\n\n\n  \n  \n  ',Fri Oct 30 03:51:03 +0000 2020
58,om_totaaa,b'RT @ZainKSA:    iPhone 12    5G \n     #5G   50  \n   \n  ',Fri Oct 30 03:51:12 +0000 2020
59,R7uASa7rwo8IPrK,b'\niPad Air 4\n\n64GB  \n\nhttps://t.co/blr5VTZTvG\n\n256GB \n\n https://t.co/JOI4QIxLrR',Fri Oct 30 03:51:20 +0000 2020
60,designer_shd,b'RT @rose76com:     5 \n#iPhone12 \n   \n   \n  \n#__',Fri Oct 30 03:51:44 +0000 2020
61,otsumamitw3,b'Twitter\n\n#iPhone12Pro \n#WEST',Fri Oct 30 03:51:49 +0000 2020
62,risnookaimono,b'RT @R7uASa7rwo8IPrK: \niPad Air 4\n\n64GB  \n\nhttps://t.co/blr5VTZTvG\n\n256GB \n\nhttps://t.co/r5kw',Fri Oct 30 03:52:02 +0000 2020
63,nekonookaimono,b'RT @R7uASa7rwo8IPrK: \niPad Air 4\n\n64GB  \n\nhttps://t.co/blr5VTZTvG\n\n256GB \n\nhttps://t.co/r5kw',Fri Oct 30 03:52:16 +0000 2020
64,yasuinokakaku,b'RT @R7uASa7rwo8IPrK: \niPad Air 4\n\n64GB  \n\nhttps://t.co/blr5VTZTvG\n\n256GB \n\nhttps://t.co/r5kw',Fri Oct 30 03:52:28 +0000 2020
65,Doon_a7,b'RT @ZainKSA:    iPhone 12    5G \n     #5G   50  \n   \n  ',Fri Oct 30 03:52:39 +0000 2020
66,mmwatlas,"b'RT @iblason: Our full #iPhone12 collection of cases is now on Amazon.  Choose from the 20-ft drop tested Ares, the strong and stylish Cos'",Fri Oct 30 03:52:57 +0000 2020
67,h100233,b'RT @ZainKSA:    iPhone 12    5G \n     #5G   50  \n   \n  ',Fri Oct 30 03:53:03 +0000 2020
68,callmemanojkr,b'RT @igyaan: iPhone 12 / iPhone 12 Pro / MagSafe Accessories all on our Channel now ! Go check it out ! https://t.co/HseoyfV6U1 #iPhone12 #i',Fri Oct 30 03:53:11 +0000 2020
69,mmwatlas,b'RT @iblason: #iPhone12 and #iPhone12Pro are out today! Which model do you want to get your hands on? Be sure to pair it with the perfect ca',Fri Oct 30 03:53:12 +0000 2020
70,oldturkey03,b'RT @MendItAussie: @HughJeffreys we have just watched your latest video. https://t.co/qKlAqcxxCV You will be interested in this breaking new',Fri Oct 30 03:53:18 +0000 2020
71,knaitan123,b'#iPhone12Pro  https://t.co/wM08FZ9hOg',Fri Oct 30 03:53:21 +0000 2020
72,callmemanojkr,"b'RT @ishanagarwal24: IPhone 12 and 12 Pro are available starting today in India, South Korea and few other countries...\n\nDo let me know/shar'",Fri Oct 30 03:53:23 +0000 2020
73,ruixd4,b'RT @kingharuNo1: \n\n1\n\n\nCore i7 PC\niPhone12Pro\n\n\nRT\n\n',Fri Oct 30 03:53:42 +0000 2020
74,techpreacher8,"b'In April, #Apple applied patent to prevent the fragile and cracking problems using protective coating recently this https://t.co/2Eu7fbWzXo'",Fri Oct 30 03:53:42 +0000 2020
75,theflipguy,b'This is what covid does to you... it makes you take time lapse of a car wash... lol\n.\n.\n.\n.\n.\n.\n.\n.\n.\n#iphone12pro https://t.co/0zZ3Yky781',Fri Oct 30 03:53:44 +0000 2020
76,Doon_a7,b'RT @ZainKSA:     iPhone 12 Pro    5G \n  \n  \n     5G   47 ',Fri Oct 30 03:53:45 +0000 2020
77,AppleRTweet,"b'RT @techpreacher8: In April, #Apple applied patent to prevent the fragile and cracking problems using protective coating recently this pate'",Fri Oct 30 03:53:59 +0000 2020
78,mssapporo,b' # \n#iPhone12 #iPhone12Pro 1\n\n\n https://t.co/4ukfCaBdsB',Fri Oct 30 03:55:20 +0000 2020
79,mx_on2,b'RT @ZainKSA:    iPhone 12    5G \n     #5G   50  \n   \n  ',Fri Oct 30 03:55:54 +0000 2020
80,mobilestation_,b'RT @mssapporo:  # \n#iPhone12 #iPhone12Pro 1\n\n\n',Fri Oct 30 03:55:59 +0000 2020
81,zwihanderAI2,b'RT @kitcut: Razer Charging Pad Chroma\niPhone 12 Pro \n\nGood!\n\n\nUSB-CMacBook\n',Fri Oct 30 03:56:08 +0000 2020
82,WxlaZiyYE85Jli3,b'RT @ZainKSA:    iPhone 12    5G \n     #5G   50  \n   \n  ',Fri Oct 30 03:56:29 +0000 2020
83,hikari_beauty,b'RT @ismart59447804: \n\n1001\n\nApple1\n\n5GiPhone12\n\n\n\n',Fri Oct 30 03:56:38 +0000 2020
84,comshop_Y,b'\n20201030#iPhone12\n\n https://t.co/Vr7o3VJE5k',Fri Oct 30 03:57:21 +0000 2020
85,AppleRTweet,b'RT @comshop_Y: \n20201030#iPhone12\n\n\n #iPhone12Pro #iPhone',Fri Oct 30 03:57:36 +0000 2020
86,iReubenSmith,b'Check out these #iPhone12 night shots at the #branson Landing. These were taken around 10 pm. Not one shot used fla https://t.co/2H65bPVyjj',Fri Oct 30 03:57:40 +0000 2020
87,thumbsupTH,b'Apple  4  2020  26  2020  64 https://t.co/gXFmwPU8sA',Fri Oct 30 03:58:18 +0000 2020
88,AppleRTweet,b'RT @thumbsupTH: Apple  4  2020  26  2020  64.7 ',Fri Oct 30 03:58:21 +0000 2020
89,faisalriaz,b'Apple is making people fool yet again. Selling you a phone without a charger and headphones without reducing the pr https://t.co/F9B1D8b8Vj',Fri Oct 30 03:58:35 +0000 2020
90,_fuckwith_me__,b'I find it absolutely hilarious that people are giving apples new MagSafe charger for iPhone 12 1 star reviews beca https://t.co/DW7PzUzfq0',Fri Oct 30 03:58:48 +0000 2020
91,Aleenjowan,b'RT @nooon0077: @azayerthobe #___\n#_1\n#_2\n#_3 #iPhone12P',Fri Oct 30 03:59:02 +0000 2020
92,AppleRTweet,b'RT @_fuckwith_me__: I find it absolutely hilarious that people are giving apples new MagSafe charger for iPhone 12 1 star reviews because',Fri Oct 30 03:59:07 +0000 2020
93,Mouses2e,b'RT @ZainKSA:    iPhone 12    5G \n     #5G   50  \n   \n  ',Fri Oct 30 03:59:16 +0000 2020
94,dhaoffice,b'#iPhone12Pro  https://t.co/D2l4SzIPjS',Fri Oct 30 04:00:35 +0000 2020
95,RobertIrish9,"b'""I\'m in love! I\'m in love! and i don\'t care who knows it"" #iphone12 #unboxing https://t.co/781ja9v31k'",Fri Oct 30 04:00:45 +0000 2020
96,Mgm481,b'RT @ZainKSA:    iPhone 12    5G \n     #5G   50  \n   \n  ',Fri Oct 30 04:01:15 +0000 2020
97,hope_xin,b'RT @iphilipcruz: iPhone 12  iPhone 12 Pro .  #iphilipcruz #apple #iphone12 #iphone12pro https',Fri Oct 30 04:01:58 +0000 2020
98,augustus_777,b'@supcase_atl is giving away an #iPhone12 and this could be the tweet the wins! Enter everyday to increase your chan https://t.co/ZtAunPSMEw',Fri Oct 30 04:02:25 +0000 2020
99,krash_109,b'RT @ZainKSA:    iPhone 12    5G \n     #5G   50  \n   \n  ',Fri Oct 30 04:02:45 +0000 2020
100,UNst_ario_ksw,b'# \n\n\n\n\ny.u mobile0\n\n https://t.co/NQiljhvVPA',Fri Oct 30 04:03:09 +0000 2020
101,TechRy_MNL,"b""What an amazing intro @MKBHD  It's like you were about to showcase your newest product! Dope shots!  More https://t.co/OOYDtnCcGm""",Fri Oct 30 04:03:31 +0000 2020
102,PJJ191,"b'RT @ishanagarwal24: IPhone 12 and 12 Pro are available starting today in India, South Korea and few other countries...\n\nDo let me know/shar'",Fri Oct 30 04:03:39 +0000 2020
103,sugarcoat0,b'#iPhone12Pro  \nwifi4G\n\n\niPhoneX',Fri Oct 30 04:03:54 +0000 2020
104,AmmarSa80193705,b'RT @smartechdaily:    #iPhone11       10 .\n  iOS14.2 Beta     ',Fri Oct 30 04:04:00 +0000 2020
105,ishiyama_d,b'switchswitchGET-\n# https://t.co/jKolMS5k42',Fri Oct 30 04:04:19 +0000 2020
106,telurugyouda,b'#iPhone12\n#iPhone12Pro \n\n#docomo #au #Softbank\n!!\n!!\n\n#iPhone12mini\n#iPhone12Pro\n11622\n1113 https://t.co/iyj0dKYBBq',Fri Oct 30 04:04:25 +0000 2020
107,keitaigod,b'10/30\n\n\nSIMiPhone 12 Pro 512GB 145000\nSIMiPhone 12 Pro 256GB 135000\nSIMiPh https://t.co/GK0ArQW1wl',Fri Oct 30 04:04:32 +0000 2020
108,telurugyouda,b'#iPhone12\n#au !!\n10000\n\n\n048-577-5356\n\n#iPhone https://t.co/jUX1pLpwyB',Fri Oct 30 04:04:44 +0000 2020
109,sara_35c,"b'RT @AZAYER_: #___\n\n#_1\n15 = 13,250\n\n#_2\n - -'",Fri Oct 30 04:05:12 +0000 2020
110,AmmarSa80193705,"b""RT @Almutairitech: Let's start over \n\n#iPhone12 https://t.co/UeeBSJtnHR""",Fri Oct 30 04:05:19 +0000 2020
111,FRNKMCHL,b'I am experience small glitches with my new iPhone... and the volume button is stuck .. #iphone12',Fri Oct 30 04:05:32 +0000 2020
112,keitaigod,b'10/30\n\nSIMiPhone 12 Pro 512GB145000\nSIMiPhone 12 Pro 256GB135000\nSIMiPhone 12 Pro 128GB https://t.co/zBiLrisVQm',Fri Oct 30 04:05:43 +0000 2020
113,rinrinmirage,b'switch---switch\n\n# https://t.co/s8G62nlEes',Fri Oct 30 04:06:01 +0000 2020
114,JoyJa34039797,b'RT @Bearrrr__c: \nGreen Smile  \nLucky Smile  \n# #11 #7 #7plus # #8 #',Fri Oct 30 04:06:16 +0000 2020
115,ivalueindia,"b'iPhone 12 is here. The fastest chip in a smartphone, OLED display, ceramic shield, night mode on every camera. iPho https://t.co/JZ29Xqs1QA'",Fri Oct 30 04:06:18 +0000 2020
116,terurutotsuka,b'iPhone\n\niPhone 12 ProiPhone 12\n\n\n# \niPhone(^^)\n\n https://t.co/maRBy3eYLK',Fri Oct 30 04:06:22 +0000 2020
117,AppleRTweet,"b'RT @ivalueindia: iPhone 12 is here. The fastest chip in a smartphone, OLED display, ceramic shield, night mode on every camera. iPhone 12 h'",Fri Oct 30 04:06:37 +0000 2020
118,3j8VBousRijuuZ1,b' #iPadAir4 \n\n 256GB\nhttps://t.co/Ep8Y4YyQ5P\n\n 64GB\nhttps://t.co/G459gSm82E https://t.co/gNzH4czCr7',Fri Oct 30 04:06:46 +0000 2020
119,Sun_Ikeda,b'5iPhone\n1\n\n\n#iphone12 #iphone12pro #apple \n#5g https://t.co/CTTumHNHGa',Fri Oct 30 04:06:52 +0000 2020
120,Aspen_alexia,b'i need a loyal paypig who pays me just for speaking to him in general  #like4like #onlyfans #hirny #twinks #hungry https://t.co/PRBp9By8J5',Fri Oct 30 04:06:54 +0000 2020
121,AppleRTweet,b'RT @Sun_Ikeda: 5iPhone\n1\n\n\n#iphone12 #iphone12pro #apple \n#5g #docomo ht',Fri Oct 30 04:07:01 +0000 2020
122,geekanoids,b'Is it worth the money!? #iPhone12Pro https://t.co/3lbj02Zxc2 https://t.co/v1pnKmBBQO',Fri Oct 30 04:07:03 +0000 2020
123,ausshinjyuku3,b'#\n#UQ \n# \n# \n#Android #iPhone # # #docomo #Softbank https://t.co/uOhcBSGp3E',Fri Oct 30 04:07:07 +0000 2020
124,reem_5045,b'RT @ZainKSA:    iPhone 12    5G \n     #5G   50  \n   \n  ',Fri Oct 30 04:07:18 +0000 2020
125,FavoriteTechX,b'iPhone 12 mini vs iPhone 8  \n\nhttps://t.co/5Jew4LqyJJ \n\nvia @YouTube #apple #iphone #iphone12 #iphone12pro #gold https://t.co/2FYerbLoxJ',Fri Oct 30 04:07:22 +0000 2020
126,AppleRTweet,b'RT @FavoriteTechX: iPhone 12 mini vs iPhone 8  \n\nhttps://t.co/5Jew4LqyJJ \n\nvia @YouTube #apple #iphone #iphone12 #iphone12pro #gold #iphon',Fri Oct 30 04:07:25 +0000 2020
127,ausshinjyuku3,b'  \n#3G  #  #iPhoneSE2 \n #  # # \n # #MNP #docomo https://t.co/rFSyNwgrot',Fri Oct 30 04:07:26 +0000 2020
128,PumpkinPhov,b'iPhone 12 mini vs iPhone 8  \n\nhttps://t.co/pKWo2QQBVc \n\nvia @YouTube #apple #iphone #iphone12 #iphone12pro #gold https://t.co/f7ykQRTc9W',Fri Oct 30 04:07:33 +0000 2020
129,kiitos_manaka,b'RT @ismart59447804: \n\n1001\n\nApple1\n\n5GiPhone12\n\n\n\n',Fri Oct 30 04:07:35 +0000 2020
130,AppleRTweet,b'RT @PumpkinPhov: iPhone 12 mini vs iPhone 8  \n\nhttps://t.co/pKWo2QQBVc \n\nvia @YouTube #apple #iphone #iphone12 #iphone12pro #gold #iphone1',Fri Oct 30 04:07:49 +0000 2020
131,keitaigod,b'10/30\n\nSIMiPhone 12 256GB100000\nSIMiPhone 12 128GB90000\nSIMiPhone 12 64GB85000\nIMEI https://t.co/VtH1u0hWYl',Fri Oct 30 04:07:56 +0000 2020
132,AppleRetweetBot,"b'RT @ivalueindia: iPhone 12 is here. The fastest chip in a smartphone, OLED display, ceramic shield, night mode on every camera. iPhone 12 h'",Fri Oct 30 04:07:57 +0000 2020
133,CrystalFresh3,b'..?\n\n\n\n#HowtoPerfect  # #iPhone12 #Halloween2020 https://t.co/dxikNRhtaf',Fri Oct 30 04:08:00 +0000 2020
134,GLDSKN,b'Happy birthday to meee  Its here #iPhone12 https://t.co/9jmCKtO8Vq',Fri Oct 30 04:08:03 +0000 2020
135,AppleRetweetBot,b'RT @Sun_Ikeda: 5iPhone\n1\n\n\n#iphone12 #iphone12pro #apple \n#5g #docomo ht',Fri Oct 30 04:08:05 +0000 2020
136,AppleRetweetBot,b'RT @FavoriteTechX: iPhone 12 mini vs iPhone 8  \n\nhttps://t.co/5Jew4LqyJJ \n\nvia @YouTube #apple #iphone #iphone12 #iphone12pro #gold #iphon',Fri Oct 30 04:08:07 +0000 2020
137,Trendin28273787,b'iPhone 12 vs iPhone 12 mini vs iPhone 12 Pro vs iPhone 12 Pro Max - NOTHING NEW!?\n\nWatch Now! https://t.co/8dfUoigFBa',Fri Oct 30 04:08:53 +0000 2020
138,AppleRTweet,b'RT @Trendin28273787: iPhone 12 vs iPhone 12 mini vs iPhone 12 Pro vs iPhone 12 Pro Max - NOTHING NEW!?\n\nWatch Now!\n\nhttps://t.co/o7vpcgCnHa',Fri Oct 30 04:09:00 +0000 2020
139,yuublogworks,b'RT @ismart59447804: \n\n1001\n\nApple1\n\n5GiPhone12\n\n\n\n',Fri Oct 30 04:09:09 +0000 2020
140,0UHJ5nMlOpy6a2x,b'RT @Apple0o05: iPhone12Pro\n\n\n\niPhone12Pro\n\n\n&amp;\nLINEhttps://t.co/QPXcCudg9X\n\n\n',Fri Oct 30 04:09:12 +0000 2020
141,adone1206,b'RT @adone1206: OUTDOOR #iPhone12Pro  # https://t.co/4JKEDypIMJ',Fri Oct 30 04:09:31 +0000 2020
142,RohitKhirraiyya,"b'RT @ishanagarwal24: IPhone 12 and 12 Pro are available starting today in India, South Korea and few other countries...\n\nDo let me know/shar'",Fri Oct 30 04:09:49 +0000 2020
143,KDrama555,b'RT @Me19780412: # #GoYoonjung #SK #SKTelecom #iPhone12Pro \n   \n0  5G  \n  0  IPhone12 Pro CF\n2020-10',Fri Oct 30 04:10:00 +0000 2020
144,Aspen_alexia,b'100 followers and ill give out my free dropbox in order to even reach this goal. 1/ I need people to buy my premiu https://t.co/9tyZRlgQFs',Fri Oct 30 04:10:02 +0000 2020
145,CorbittMaybe,b'A play in four parts... #iPhone12 https://t.co/XMr1OpJsFk',Fri Oct 30 04:10:07 +0000 2020
146,UQAriakeGarden,b'#au\n\n#iPhone12/#iPhone12 Pro\n\n#UQ \niPhone\n\nWeb\nhttps://t.co/QeusZ21U83\n\n https://t.co/xx1GPVQao9',Fri Oct 30 04:10:16 +0000 2020
147,troo4422,b'RT @ZainKSA:    iPhone 12    5G \n     #5G   50  \n   \n  ',Fri Oct 30 04:10:27 +0000 2020
148,SirDiegoChi,b'@MKBHD Are you sure about that? Do you actually have good reasons to get the Pro  #iPhone12Pro https://t.co/H6JjynRW7l',Fri Oct 30 04:10:35 +0000 2020
149,t_wwin23,b'RT @ZainKSA:    iPhone 12    5G \n     #5G   50  \n   \n  ',Fri Oct 30 04:10:54 +0000 2020
150,Sl_ikebukuro,b'\n #BellezaCalma \n1212pro\n\n\n\n4\n\n#iPhone12 https://t.co/9o7y0eM5me',Fri Oct 30 04:11:25 +0000 2020
151,msakihabara,"b'!\n!\niPhone\nau iPhone12 Pro 128GB \n92,000 10/30()\n0\n#iPhone12 # https://t.co/kjaqQSOVLT'",Fri Oct 30 04:12:21 +0000 2020
152,JYViews,b'#XiaLog# #iPhone12#  (via Weibo https://t.co/Ls4hItLdP8) https://t.co/b2VeT5VTCI',Fri Oct 30 04:12:43 +0000 2020
153,aibaarashi0212,b'RT @green_may24: \n\n(  )\n#Softbank #iPhone12Pro \n# https://t.co/0l3XPXI3wL',Fri Oct 30 04:12:45 +0000 2020
154,doronalucard,b'20 #iPhone12Pro PRO MAX#iPhone',Fri Oct 30 04:13:08 +0000 2020
155,SCHINNA75528672,"b'RT @Poorvika_Mobile: Get upto 6,000* Off on #Apple #AirPods when you Pre-Book the newly launched #iPhone12 / 12 Pro, exclusively at #Poorv'",Fri Oct 30 04:13:43 +0000 2020
156,iiza998,b'RT @ZainKSA:    iPhone 12    5G \n     #5G   50  \n   \n  ',Fri Oct 30 04:14:05 +0000 2020
157,AminSaifuddin95,"b'The LIDAR sensor on the iphone 12 pro, and the max, Its basically a depth sensor for AR and potrait mode,\n\nA great https://t.co/K8tV1vdN2x'",Fri Oct 30 04:14:18 +0000 2020
158,GyanTherapy,b'Hello #AppleStore\nLallan DON Bol rahe hain\nTurrent ekn #iPhone12 bhej do nahi to ghar se uthwa denge  https://t.co/kJAQeFipm1',Fri Oct 30 04:14:23 +0000 2020
159,Xi20ll,b'RT @ZainKSA:    iPhone 12    5G \n     #5G   50  \n   \n  ',Fri Oct 30 04:14:28 +0000 2020
160,Aspen_alexia,b'PRICES  cheap and affordable if youre interested now :) #like4like #onlyfans #hirny #twinks #hungry #iPhone12 https://t.co/TBzu4gH2Kx',Fri Oct 30 04:15:06 +0000 2020
161,05_manolte,b'RT @ZainKSA:    iPhone 12    5G \n     #5G   50  \n   \n  ',Fri Oct 30 04:15:12 +0000 2020
162,msoosaka,"b'!\n!\niPhone\nau iPhone12 Pro 128GB \n92,000 10/30()\n0\n#iPhone12 # https://t.co/qRwiEEcl1d'",Fri Oct 30 04:15:18 +0000 2020
163,gamh2030,b'RT @ZainKSA:    iPhone 12    5G \n     #5G   50  \n   \n  ',Fri Oct 30 04:15:38 +0000 2020
